,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
37051,19057,Kelly Catlin,Female,20.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Silver
37202,19132,Martina Cavallero,Female,22.0,163.0,58.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
37251,19155,Mark Simon Cavendish,Male,31.0,175.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Silver
37266,19160,Milorad avi,Male,24.0,198.0,87.0,Serbia,SRB,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Butterfly,Silver
37364,19205,Saa ao,Female,27.0,178.0,72.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
37412,19225,Daniela Ceccarelli,Female,26.0,168.0,60.0,Italy,ITA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Super G,Gold
37448,19246,"Donovan ""Donnie"" Cech",Male,30.0,198.0,91.0,South Africa,RSA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxless Pairs,Bronze
37514,19285,Henry Carlos Cejudo,Male,21.0,165.0,55.0,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
37557,19311,"John Robert ""J. R."" Celski",Male,19.0,173.0,63.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze
37558,19311,"John Robert ""J. R."" Celski",Male,19.0,173.0,63.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
37562,19311,"John Robert ""J. R."" Celski",Male,23.0,173.0,63.0,United States,USA,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
37612,19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",Male,26.0,176.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",Gold
37620,19340,Frederich Cepeda Cruz,Male,24.0,177.0,94.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
37621,19340,Frederich Cepeda Cruz,Male,28.0,177.0,94.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Baseball,Baseball Men's Baseball,Silver
37630,19346,Jolanda eplak (Steblovnik-),Female,27.0,168.0,54.0,Slovenia,SLO,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 800 metres,Bronze
37692,19361,Simone Cercato,Male,29.0,178.0,72.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
37777,19401,Matej Cernic,Male,25.0,192.0,80.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Men's Volleyball,Silver
37783,19407,Giovanni Cernogoraz,Male,29.0,186.0,90.0,Croatia,CRO,2012 Summer,2012,Summer,London,Shooting,Shooting Men's Trap,Gold
38104,19580,Rakhim Ruslanovich Chakhkiyev,Male,25.0,183.0,91.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Heavyweight,Gold
38115,19586,Davit Gochayevich Chakvetadze,Male,23.0,174.0,85.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
38140,19603,Kyle Chalmers,Male,18.0,193.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Gold
38141,19603,Kyle Chalmers,Male,18.0,193.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
38142,19603,Kyle Chalmers,Male,18.0,193.0,90.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
38158,19611,Lori Christine Chalupny,Female,24.0,163.0,61.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
38205,19634,Peter Chambers,Male,22.0,186.0,72.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
38210,19636,Richard Scott Chambers,Male,27.0,183.0,74.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
38218,19643,Frank Chamizo Marquez,Male,24.0,172.0,65.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
38222,19644,Miles Cleveland Chamley-Watson,Male,26.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
38315,19695,Patrick Lewis Chan,Male,23.0,168.0,67.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Men's Singles,Silver
38316,19695,Patrick Lewis Chan,Male,23.0,168.0,67.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Silver
38318,19696,Chan Peng Soon,Male,28.0,175.0,68.0,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Silver
38381,19736,Tyson Cleotis Chandler,Male,29.0,216.0,107.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
38429,19760,Chang Hye-Jin,Female,29.0,158.0,50.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Gold
38430,19760,Chang Hye-Jin,Female,29.0,158.0,50.0,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,Gold
38455,19779,Chang Si,Female,25.0,170.0,56.0,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
38475,19791,Chang Yongxiang,Male,24.0,178.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Silver
38560,19835,Allysha Chapman,Female,27.0,160.0,56.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
38563,19837,Candace Marie Margaret Chapman,Female,29.0,169.0,59.0,Canada,CAN,2012 Summer,2012,Summer,London,Football,Football Women's Football,Bronze
38578,19847,James Jonathan Chapman,Male,32.0,190.0,92.0,Australia,AUS,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Fours,Silver
38610,19863,Jean-Frdric Chapuis,Male,24.0,172.0,83.0,France,FRA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Gold
38626,19873,Nicolas Charbonnier,Male,27.0,173.0,63.0,France,FRA,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Dinghy,Bronze
38630,19875,Germain Louis Marcel Chardin,Male,25.0,195.0,90.0,France,FRA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxless Fours,Bronze
38631,19875,Germain Louis Marcel Chardin,Male,29.0,195.0,90.0,France,FRA,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Silver
38646,19880,Isabelle Charest (-Charbonneau),Female,31.0,163.0,63.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Bronze
38675,19898,Peter Charles,Male,52.0,175.0,78.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold
38679,19901,Tina Alexandria Charles,Female,23.0,193.0,88.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
38680,19901,Tina Alexandria Charles,Female,27.0,193.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
38681,19902,Yorelvis Charles Martnez,Male,25.0,176.0,87.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
38700,19914,Cdric Charlier,Male,28.0,181.0,81.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
38769,19949,Isabelle Chartrand,Female,23.0,165.0,62.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
38805,19965,Irina Viktorovna Chashchina,Female,22.0,165.0,46.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Silver
38816,19972,Brandi Denise Chastain,Female,36.0,171.0,58.0,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
38890,20013,Anne-Caroline Stphanie Chausson,Female,30.0,172.0,64.0,France,FRA,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Women's BMX,Gold
38993,20080,Yuriy Volodymyrovych Cheban,Male,22.0,185.0,93.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze
38995,20080,Yuriy Volodymyrovych Cheban,Male,26.0,185.0,93.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold
38996,20080,Yuriy Volodymyrovych Cheban,Male,30.0,185.0,93.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Gold
39054,20096,Jury Dimitri Chechi,Male,34.0,165.0,60.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Men's Rings,Bronze
39084,20106,"William Joseph N. ""Joey"" Cheek",Male,22.0,185.0,79.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 1,000 metres",Bronze
39086,20106,"William Joseph N. ""Joey"" Cheek",Male,26.0,185.0,79.0,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Men's 500 metres,Gold
39087,20106,"William Joseph N. ""Joey"" Cheek",Male,26.0,185.0,79.0,United States,USA,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Men's 1,000 metres",Silver
39162,20133,Paul Kipkemboi Chelimo,Male,25.0,175.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Silver
39167,20136,"Christos Kostas ""Chris"" Chelios (Tselios-)",Male,40.0,185.0,86.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
39192,20150,Chen Aisen,Male,20.0,168.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Platform,Gold
39193,20150,Chen Aisen,Male,20.0,168.0,60.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Gold
39244,20181,Chen Dequan,Male,18.0,176.0,66.0,China,CHN,2014 Winter,2014,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze
39245,20182,Chen Ding,Male,19.0,175.0,62.0,China,CHN,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 20 kilometres Walk,Gold
39292,20215,Chen Jin,Male,22.0,181.0,73.0,China,CHN,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Singles,Bronze
39306,20220,Chen Jing,Female,28.0,182.0,75.0,China,CHN,2004 Summer,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold
39331,20234,Chen Li-Ju,Female,23.0,168.0,59.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Archery,Archery Women's Team,Bronze
39335,20237,Chen Ling,Female,21.0,169.0,58.0,China,CHN,2008 Summer,2008,Summer,Beijing,Archery,Archery Women's Team,Silver
39336,20238,Chen Long,Male,23.0,188.0,81.0,China,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Men's Singles,Bronze
39337,20238,Chen Long,Male,27.0,188.0,81.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Gold
39357,20247,Chen Peina,Female,27.0,172.0,63.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Windsurfer,Silver
39359,20249,Chen Qi,Male,20.0,174.0,67.0,China-1,CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,Gold
39371,20255,Chen Qiuqi,Female,28.0,164.0,52.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
39374,20258,Chen Ruolin,Female,15.0,160.0,47.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Platform,Gold
39375,20258,Chen Ruolin,Female,15.0,160.0,47.0,China,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Gold
39376,20258,Chen Ruolin,Female,19.0,160.0,47.0,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Platform,Gold
39377,20258,Chen Ruolin,Female,19.0,160.0,47.0,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Gold
39378,20258,Chen Ruolin,Female,23.0,160.0,47.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Gold
39384,20263,Chen Shih-Hsien,Female,25.0,166.0,46.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Flyweight,Gold
39392,20268,Chen Szu-Yuan,Male,23.0,170.0,70.0,Chinese Taipei,TPE,2004 Summer,2004,Summer,Athina,Archery,Archery Men's Team,Silver
39409,20278,Chen Wei-Ling,Female,26.0,149.0,47.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Flyweight,Bronze
39431,20291,Chen Xiaojun,Female,19.0,167.0,104.0,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
39436,20295,Chen Xiexia,Female,25.0,152.0,49.0,China,CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Flyweight,Gold
39463,20310,Chen Yanqing,Female,25.0,158.0,58.0,China,CHN,2004 Summer,2004,Summer,Athina,Weightlifting,Weightlifting Women's Lightweight,Gold
39464,20310,Chen Yanqing,Female,29.0,158.0,58.0,China,CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Lightweight,Gold
39467,20312,Chen Yibing,Male,23.0,160.0,58.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Team All-Around,Gold
39471,20312,Chen Yibing,Male,23.0,160.0,58.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Men's Rings,Gold
39473,20312,Chen Yibing,Male,27.0,160.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
39475,20312,Chen Yibing,Male,27.0,160.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Gymnastics,Gymnastics Men's Rings,Silver
39481,20315,Chen Ying,Female,30.0,164.0,67.0,China,CHN,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
39482,20315,Chen Ying,Female,34.0,164.0,67.0,China,CHN,2012 Summer,2012,Summer,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver
39513,20330,Chen Zhaoxia,Female,33.0,170.0,60.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
39520,20335,Chen Zhong,Female,21.0,183.0,73.0,China,CHN,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Heavyweight,Gold
39537,20342,Jol Georges Chenal Jacquet,Male,32.0,177.0,78.0,France,FRA,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
39557,20351,Lauren Nicole Cheney (-Holiday),Female,20.0,173.0,70.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
39558,20351,Lauren Nicole Cheney (-Holiday),Female,24.0,173.0,70.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
39582,20362,Cheng Fei,Female,20.0,152.0,43.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
39584,20362,Cheng Fei,Female,20.0,152.0,43.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Horse Vault,Bronze
39585,20362,Cheng Fei,Female,20.0,152.0,43.0,China,CHN,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Balance Beam,Bronze
39599,20366,Cheng Hui,Female,35.0,161.0,55.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
39613,20374,Cheng Ming,Female,26.0,165.0,65.0,China,CHN,2012 Summer,2012,Summer,London,Archery,Archery Women's Team,Silver
39637,20386,Cheng Xunzhao,Male,25.0,185.0,90.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze
39664,20401,Cheong Jun Hoong,Female,26.0,150.0,48.0,Malaysia,MAS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Silver
39670,20403,Yuliya Anatolyevna Chepalova,Female,25.0,164.0,54.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's Sprint,Gold
39671,20403,Yuliya Anatolyevna Chepalova,Female,25.0,164.0,54.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Silver
39672,20403,Yuliya Anatolyevna Chepalova,Female,25.0,164.0,54.0,Russia,RUS,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Women's 15 kilometres,Bronze
39677,20403,Yuliya Anatolyevna Chepalova,Female,29.0,164.0,54.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Silver
39679,20403,Yuliya Anatolyevna Chepalova,Female,29.0,164.0,54.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
39714,20410,Sergey Vladimirovich Chepikov,Male,39.0,182.0,75.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
39741,20427,Aleksey Borisovich Cheremisinov,Male,31.0,183.0,75.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
39762,20435,Olena Arkadivna Cherevatova (-Derevenko),Female,34.0,170.0,65.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
39769,20438,Ivan Yuryevich Cherezov,Male,25.0,173.0,73.0,Russia,RUS,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
39774,20438,Ivan Yuryevich Cherezov,Male,29.0,173.0,73.0,Russia,RUS,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze
39788,20446,Lyubov Viktorovna Cherkashina,Female,24.0,171.0,53.0,Belarus,BLR,2012 Summer,2012,Summer,London,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Bronze
39810,20458,Yuliya Igorevna Chermoshanskaya,Female,22.0,174.0,66.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
39838,20478,Ilya Grigoryevich Chernousov,Male,27.0,175.0,75.0,Russia,RUS,2014 Winter,2014,Winter,Sochi,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Bronze
39849,20486,Tatyana Sergeyevna Chernova,Female,20.0,189.0,63.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's Heptathlon,Bronze
39850,20486,Tatyana Sergeyevna Chernova,Female,24.0,189.0,63.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Heptathlon,Bronze
39893,20515,Emilee Cherry,Female,23.0,168.0,70.0,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold
39909,20525,Vivian Jepkemoi Cheruiyot,Female,28.0,153.0,40.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 5,000 metres",Silver
39910,20525,Vivian Jepkemoi Cheruiyot,Female,28.0,153.0,40.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Women's 10,000 metres",Bronze
39911,20525,Vivian Jepkemoi Cheruiyot,Female,32.0,153.0,40.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Gold
39912,20525,Vivian Jepkemoi Cheruiyot,Female,32.0,153.0,40.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Silver
39963,20551,Lisa Chesson,Female,23.0,169.0,66.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
39993,20570,Chun Wei Cheung,Male,32.0,160.0,55.0,Netherlands,NED,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Coxed Eights,Silver
40094,20621,Darren M. Chiacchia,Male,39.0,177.0,74.0,United States,USA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
40096,20622,Roberto Chiacig,Male,29.0,210.0,118.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Basketball,Basketball Men's Basketball,Silver
40202,20671,Anna Vladimirovna Chicherova,Female,26.0,180.0,57.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's High Jump,Bronze
40203,20671,Anna Vladimirovna Chicherova,Female,30.0,180.0,57.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's High Jump,Gold
40220,20679,Kenta Chida,Male,26.0,170.0,65.0,Japan,JPN,2012 Summer,2012,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver
40229,20686,Giorgio Chiellini,Male,19.0,186.0,76.0,Italy,ITA,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Bronze
40261,20707,Vlada Aleksandrovna Chigiryova,Female,21.0,162.0,46.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
40263,20708,Yevgeny Aleksandrovich Chigishev,Male,29.0,187.0,126.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
40324,20742,Eilidh Child-Doyle,Female,29.0,170.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
40344,20756,Arman Konstantinovich Chilmanov,Male,24.0,190.0,84.0,Kazakhstan,KAZ,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Heavyweight,Bronze
40412,20796,Zulfiya Salakharovna Chinshanlo,Female,19.0,155.0,53.0,Kazakhstan,KAZ,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Women's Featherweight,Gold
40444,20819,Mikhail Alekseyevich Chipurin,Male,23.0,190.0,105.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Bronze
40467,20835,Aurica Chiri-Brscu,Female,29.0,181.0,75.0,Romania,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
